date,platform,post_type,likes,shares,comments,views,platform_encoded,post_type_encoded,year,month,day_of_week,week_of_year
9/30/2023,Facebook,video,1404,198,428,5724,2,1,2023,9,5,39
10/1/2023,Instagram,image,1044,468,117,9346,1,0,2023,10,6,39
10/1/2023,Instagram,image,505,565,441,5595,1,0,2023,10,6,39
10/1/2023,Instagram,image,805,299,214,6080,1,0,2023,10,6,39
10/1/2023,Twitter,image,906,227,134,6606,0,0,2023,10,6,39
10/1/2023,Facebook,text,893,254,379,4730,2,2,2023,10,6,39
10/1/2023,Facebook,video,1130,670,225,6575,2,1,2023,10,6,39
10/1/2023,Facebook,video,1387,299,342,7145,2,1,2023,10,6,39
10/1/2023,Instagram,text,613,596,176,7990,1,2,2023,10,6,39
10/1/2023,Instagram,text,698,893,280,5836,1,2,2023,10,6,39
10/1/2023,Instagram,image,617,376,296,5552,1,0,2023,10,6,39
10/2/2023,Instagram,text,1201,359,248,8667,1,2,2023,10,0,40
10/2/2023,Twitter,image,1058,856,494,8142,0,0,2023,10,0,40
10/2/2023,Instagram,video,1788,301,378,9701,1,1,2023,10,0,40
10/2/2023,Twitter,image,457,544,408,8559,0,0,2023,10,0,40
10/2/2023,Facebook,image,778,496,148,4003,2,0,2023,10,0,40
10/3/2023,Instagram,video,1609,318,310,4043,1,1,2023,10,1,40
10/3/2023,Instagram,text,2029,871,426,5718,1,2,2023,10,1,40
10/3/2023,Instagram,image,2091,404,153,5549,1,0,2023,10,1,40
10/3/2023,Facebook,video,1784,364,433,6971,2,1,2023,10,1,40
10/3/2023,Twitter,video,1562,323,194,4291,0,1,2023,10,1,40
10/3/2023,Facebook,text,583,364,268,5361,2,2,2023,10,1,40
10/3/2023,Twitter,image,785,351,226,5431,0,0,2023,10,1,40
10/3/2023,Twitter,image,1815,574,176,6845,0,0,2023,10,1,40
10/3/2023,Facebook,image,871,562,243,4592,2,0,2023,10,1,40
10/3/2023,Instagram,text,2132,271,265,4835,1,2,2023,10,1,40
10/4/2023,Facebook,video,882,704,495,6932,2,1,2023,10,2,40
10/4/2023,Instagram,image,1063,507,279,9742,1,0,2023,10,2,40
10/4/2023,Facebook,text,1795,754,475,6476,2,2,2023,10,2,40
10/4/2023,Facebook,text,1920,174,331,9553,2,2,2023,10,2,40
10/4/2023,Twitter,image,697,204,332,5716,0,0,2023,10,2,40
10/4/2023,Facebook,video,2166,790,352,7037,2,1,2023,10,2,40
10/4/2023,Instagram,video,1110,159,269,8156,1,1,2023,10,2,40
10/4/2023,Facebook,video,1873,733,320,4882,2,1,2023,10,2,40
10/4/2023,Instagram,text,1077,459,295,8852,1,2,2023,10,2,40
10/5/2023,Instagram,image,1931,603,197,5081,1,0,2023,10,3,40
10/5/2023,Instagram,video,1378,133,174,7304,1,1,2023,10,3,40
10/5/2023,Instagram,text,989,188,366,5422,1,2,2023,10,3,40
10/5/2023,Instagram,video,1438,530,231,4651,1,1,2023,10,3,40
10/5/2023,Facebook,image,1179,893,396,7261,2,0,2023,10,3,40
10/5/2023,Facebook,image,626,239,393,4480,2,0,2023,10,3,40
10/5/2023,Twitter,video,553,881,392,6880,0,1,2023,10,3,40
10/5/2023,Facebook,video,1987,744,158,7565,2,1,2023,10,3,40
10/5/2023,Instagram,image,1237,670,320,6449,1,0,2023,10,3,40
10/5/2023,Instagram,video,596,607,228,9608,1,1,2023,10,3,40
10/6/2023,Instagram,video,808,315,493,6148,1,1,2023,10,4,40
10/6/2023,Instagram,image,1658,417,440,7661,1,0,2023,10,4,40
10/6/2023,Instagram,video,2074,449,246,7383,1,1,2023,10,4,40
10/6/2023,Instagram,text,1555,363,472,4538,1,2,2023,10,4,40
10/6/2023,Instagram,image,2045,682,194,5364,1,0,2023,10,4,40
10/6/2023,Facebook,text,463,308,157,6093,2,2,2023,10,4,40
10/6/2023,Twitter,image,1438,425,421,4340,0,0,2023,10,4,40
10/6/2023,Instagram,text,1054,780,379,4802,1,2,2023,10,4,40
10/7/2023,Instagram,text,1791,232,278,6632,1,2,2023,10,5,40
10/7/2023,Instagram,image,1872,243,257,9742,1,0,2023,10,5,40
10/7/2023,Instagram,video,2060,549,335,4859,1,1,2023,10,5,40
10/7/2023,Twitter,text,800,717,226,6651,0,2,2023,10,5,40
10/8/2023,Instagram,image,686,202,444,8060,1,0,2023,10,6,40
10/8/2023,Instagram,text,472,126,260,7374,1,2,2023,10,6,40
10/8/2023,Twitter,image,1490,175,363,7006,0,0,2023,10,6,40
10/8/2023,Instagram,image,1332,643,149,5341,1,0,2023,10,6,40
10/9/2023,Instagram,image,1015,491,201,7524,1,0,2023,10,0,41
10/9/2023,Instagram,image,2006,892,178,8038,1,0,2023,10,0,41
10/9/2023,Instagram,text,405,126,471,9830,1,2,2023,10,0,41
10/9/2023,Facebook,video,419,152,157,8600,2,1,2023,10,0,41
10/10/2023,Instagram,image,932,304,423,7300,1,0,2023,10,1,41
10/10/2023,Facebook,text,1630,822,454,7798,2,2,2023,10,1,41
10/10/2023,Twitter,text,1817,810,390,6255,0,2,2023,10,1,41
10/10/2023,Instagram,image,2146,485,327,6075,1,0,2023,10,1,41
10/10/2023,Twitter,image,531,550,352,7490,0,0,2023,10,1,41
10/10/2023,Twitter,video,738,324,150,4225,0,1,2023,10,1,41
10/10/2023,Twitter,video,1598,121,347,6310,0,1,2023,10,1,41
10/10/2023,Twitter,text,1267,327,217,9025,0,2,2023,10,1,41
10/10/2023,Twitter,text,594,671,130,8075,0,2,2023,10,1,41
10/10/2023,Instagram,video,1797,514,177,7758,1,1,2023,10,1,41
10/11/2023,Twitter,video,1022,697,181,8644,0,1,2023,10,2,41
10/11/2023,Instagram,text,1913,205,120,4104,1,2,2023,10,2,41
10/11/2023,Instagram,image,2018,135,359,8738,1,0,2023,10,2,41
10/11/2023,Facebook,text,1082,579,168,7554,2,2,2023,10,2,41
10/11/2023,Twitter,video,1490,635,174,8974,0,1,2023,10,2,41
10/11/2023,Facebook,video,1800,608,270,7741,2,1,2023,10,2,41
10/11/2023,Twitter,image,775,373,353,9050,0,0,2023,10,2,41
10/12/2023,Facebook,image,1015,258,277,7851,2,0,2023,10,3,41
10/12/2023,Instagram,text,1753,197,391,6430,1,2,2023,10,3,41
10/12/2023,Instagram,image,2145,680,432,6388,1,0,2023,10,3,41
10/12/2023,Instagram,video,649,602,174,6168,1,1,2023,10,3,41
10/12/2023,Instagram,image,1495,238,368,9736,1,0,2023,10,3,41
10/12/2023,Instagram,video,1238,899,425,5855,1,1,2023,10,3,41
10/13/2023,Facebook,image,622,546,347,5326,2,0,2023,10,4,41
10/13/2023,Twitter,text,2136,378,435,4415,0,2,2023,10,4,41
10/13/2023,Twitter,text,2016,505,268,4469,0,2,2023,10,4,41
10/13/2023,Facebook,image,2053,793,489,9140,2,0,2023,10,4,41
10/13/2023,Instagram,video,480,494,320,8670,1,1,2023,10,4,41
10/13/2023,Instagram,text,2063,123,319,8101,1,2,2023,10,4,41
10/13/2023,Twitter,image,496,326,126,6376,0,0,2023,10,4,41
